line_number,context
23,"T DONNELLY GAZETTE T【HEAT】RE CRITIC Monique Le ...  ot 3 hofltftssRB 2 【SHOWERS】. I masnnqe 64 I S S ... rtu Shopping Centre 【SNOW】DON 5345 Oueen Mary  ... e new Jt dams would 【FLOOD】 thousands - of-' sq ... ace Alexis Nihon by 【STORM】 with saings of up t ... 303 ST. LAURENT. 60 【COLD】 flats Several build ... T DONNELLY GAZETTE T【HEAT】RE CRITIC Monique Le ... T DONNELLY GAZETTE T【HEAT】RE CRITIC Monique Le ... 303 ST. LAURENT. 60 【COLD】 flats Several build ... rtu Shopping Centre 【SNOW】DON 5345 Oueen Mary  ... L Ml VI I B I 11 cho【ICE】 CALCIUM I I I 20""9w ... Driver Auto (ONTIAC 【TEMPEST】 1988, 2 8, V6, S-ue ... L Ml VI I B I 11 cho【ICE】 CALCIUM I I I 20""9w ...  Aniou VARENNES Les 【GALE】ries Varennes M IL.  ... 12900 128 O Barley (【THUNDER】 Bavl: Mar 11,190 11 ... ZARD Sewra light or 【BLIZZARD】 Maxima or ELAN 965  ...  and tomato slices. 【DRIZZLE】 with melted butter  ... L Ml VI I B I 11 cho【ICE】 CALCIUM I I I 20""9w"
24,"Epagneul, Camche, I 【SHOWERS】. I massage . Peking ... raies blvd (next to 【GALE】ries d'Anjou) 353-88 ... H 3 Paula Abdul (S) 【STORM】 Front 4 Billy Joel  ... g down 11 rebounds. 【SNOW】shoe competition Sat ... g down 11 rebounds. 【SNOW】shoe competition Sat ... r Tom Petty (9) 4 n 【COLD】 Stone Rhymln' I You ... sy concentrating on 【HEAT】, humidity and hills ... sy concentrating on 【HEAT】, humidity and hills ... r Tom Petty (9) 4 n 【COLD】 Stone Rhymln' I You ... the team's front off【ICE】, with the exception ... H 3 Paula Abdul (S) 【STORM】 Front 4 Billy Joel  ... g down 11 rebounds. 【SNOW】shoe competition Sat ... ony Terex Terranovs 【THUNDER】 yy Titan div Trnscs ... 633-1037 after S:30 【BLIZZARD】 9500 plus 1982, A-l ... sy concentrating on 【HEAT】, humidity and hills ... H 3 Paula Abdul (S) 【STORM】 Front 4 Billy Joel  ... g of an immigration 【FLOOD】 that, if it continu ... r cloudy skies with 【FREEZING】 rain changing chang ... ceiling, as well as 【EXCESSIVE HEAT】 during the summer.  ... g down 11 rebounds. 【SNOW】shoe competition Sat ... 588prlvale. PONTIAC 【TEMPEST】 1988. 2.8. V6, S-sp ... the team's front off【ICE】, with the exception ...  ended a ! marathon 【DROUGHT】 for the Canadiens f ... the team's front off【ICE】, with the exception"
25,"ce of 3 hostesses 2 【SHOWERS】, I massage 8415 St  ... om Dryden in a snow 【SQUALL】. A crucial question ... reement between him 【ARID】 the leadership of t ... dited following the 【STORM】ing of Baku by Sovie ... 633-1037 after b-jo 【BLIZZARD】 9500 Plus 1982, A-c ... rt last night after 【STRONG WINDS】 made landing at Ken ... healing, hot water, 【SNOW】 clear ance, near tr ... d World War and the 【COLD】 War and the artific ...  Inl 257382, off 85 【HEAT】ING OIL 42300 gal; c ...  Inl 257382, off 85 【HEAT】ING OIL 42300 gal; c ... d World War and the 【COLD】 War and the artific ... , off 147. ORANGE JU【ICE】 15300 lbs,' cents p ... ca. The accumulated 【SNOWFALL】 to date is about I  ... A fierce storm with 【TORRENTIAL】 rains driven by win ... healing, hot water, 【SNOW】 clear ance, near tr ... 10.90 312.70 Banev (【THUNDER】 Mar 11330 113 30 11 ... 633-1037 after b-jo 【BLIZZARD】 9500 Plus 1982, A-c ...  Inl 257382, off 85 【HEAT】ING OIL 42300 gal; c ... dited following the 【STORM】ing of Baku by Sovie ... aid, but we suggest 【FREEZING】 foreign aid until w ... t don't stand up to 【HEAVY RAIN】, much less 500-poun ... healing, hot water, 【SNOW】 clear ance, near tr ... , off 147. ORANGE JU【ICE】 15300 lbs,' cents p ... m $7,995 89 PONTIAC 【TEMPEST】 88 FORO TEMPO Autom ... r caused by war and 【DROUGHT】. ' "" ' A similar ca ... , off 147. ORANGE JU【ICE】 15300 lbs,' cents p"
26,"e' of 3 hostesses 2 【SHOWERS】, I massage 6415 St. ...  i--3 Secretaires Ji【ARID】iqites fitigcsDroit  ... ST: RAY LYELL & THE 【STORM】 WED. & THURS., FEB. ... 0. 631-l057.Private 【THUNDER】BIRD 1987, perfect c ...  Zoo S3Z3 L'lle aux 【BLIZZARD】s VtALM My Friend Fl ... St. Antonin Church (【SNOW】don and Coolbrook).  ... in, 465.1000; Anou: 【GALE】nes d'Anjou, 353-777 ... iam Richardson B.S. 【COLD】well Banker, 407-272 ... rk 2:00 p.m. CO The 【HURRICANE】 (1937) Dorothy Lamo ... nd Eric, Sherly and 【HEAT】her. Funeral service ... nd Eric, Sherly and 【HEAT】her. Funeral service ... iam Richardson B.S. 【COLD】well Banker, 407-272 ... rk 2:00 p.m. CO The 【HURRICANE】 (1937) Dorothy Lamo ... hine. Funeral ; serv【ICE】 Saturday, January 2 ... es and little or no 【SNOWFALL】 in Europe, more tha ... ter, it landed in a 【TORRENTIAL】 【TORRENTIAL】 downpour ... rrential torrential 【DOWNPOUR】 at Newark, N.J., fo ... ST: RAY LYELL & THE 【STORM】 WED. & THURS., FEB. ...  means f here ""ij'a 【WATER SHORTAGE】. Environmentalists  ... St. Antonin Church (【SNOW】don and Coolbrook).  ... 0. 631-l057.Private 【THUNDER】BIRD 1987, perfect c ... in, 465.1000; Anou: 【GALE】nes d'Anjou, 353-777 ... nd Eric, Sherly and 【HEAT】her. Funeral service ... ST: RAY LYELL & THE 【STORM】 WED. & THURS., FEB. ... 4, 4-door, S-sneed. 【FLOOD】 condition, asking I ... St. Antonin Church (【SNOW】don and Coolbrook).  ... hine. Funeral ; serv【ICE】 Saturday, January 2 ... m $7,995 89 PONTIAC 【TEMPEST】 88 FORD TEMPO '. Au ...  of the Alpine snow 【DROUGHT】, and are enjoying a ... 0. 631-l057.Private 【THUNDER】BIRD 1987, perfect c ... hine. Funeral ; serv【ICE】 Saturday, January 2"
27,"ce of 3 hostesses 2 【SHOWERS】1, I massage 8415 St ... ts honor agreements 【ARID】 commitments made be ... e and Riders on the 【STORM】 remain benchmarks o ... 0. 63t-)057,Pr.vate 【THUNDER】BIRD 1987, perfect c ... ck or van. 426-3697 【SNOW】MOBILE, Boat S. Utfl ... Euro Winds A fierce 【WINDSTORM】 raked a trail of de ... of CFCF-12. Thaw in 【COLD】 War takes heat out  ... y winds of 175 kmh. 【HURRICANE】-force winds unroofe ... wered to 2:15.44 in 【HEAT】s. Minutes later, Ed ... of CFCF-12. Thaw in 【COLD】 War takes heat out  ... d wet after a fresh 【SNOWFALL】 Friday. ; ""I. knew  ... 0. 63t-)057,Pr.vate 【THUNDER】BIRD 1987, perfect c ... wered to 2:15.44 in 【HEAT】s. Minutes later, Ed ... e and Riders on the 【STORM】 remain benchmarks o ... further out to sea. 【FLOOD】s HThe worst 【FLOOD】s  ...  and see my friends 【FREEZING】 when it's cold. Sla ... ck or van. 426-3697 【SNOW】MOBILE, Boat S. Utfl ... d possibly possibly 【SCORCHING】 them with spinning  ... ittee's eventual cho【ICE】, Goodenow, has the  ... m $7,995 89 PONTIAC 【TEMPEST】 88 FORD TEMPO Autom ... ittee's eventual cho【ICE】, Goodenow, has the "
28,"but occasional snow 【SHOWERS】 remind southerners  ... a thunderstorm, and 【RAINFALL】 averages a paltry p ... re has never been a 【THUNDERSTORM】, and rainfall avera ...  nightmare a raging 【BLIZZARD】 and as the horses f ...  in the Arctic Sea. 【SNOWFALL】 is surprisingly lig ... babysil In my home, 【SNOW】don, aged between 2- ... ibits, displayed at 【GALE】rie Pink in Montreal ... on and mind-numbing 【COLD】 just 720 kilometres ... rience In plumbing, 【HEAT】ing, air conditionin ... rience In plumbing, 【HEAT】ing, air conditionin ... on and mind-numbing 【COLD】 just 720 kilometres ... d gale-force winds, 【TORRENTIAL】 rain and Australian ... -tailed Indian from 【THUNDER】 Bay, Ont., stole th ... ibits, displayed at 【GALE】rie Pink in Montreal ... rience In plumbing, 【HEAT】ing, air conditionin ... isillusioned by the 【STORM】y distinct-society d ... f darkness in below-【FREEZING】 temperatures, skies ... babysil In my home, 【SNOW】don, aged between 2- ... r with out drivers l【ICE】nse, experienced dri ...  $18,900 89 PONTIAC 【TEMPEST】 Automatic, air, am- ... -tailed Indian from 【THUNDER】 Bay, Ont., stole th"
29," freshly decorated, 【HEAT】ing. Electric 【HEAT】in ... ce ol 3 hoslessps 2 【SHOWERS】, I mnssane 64IS St. ...  fireplace, proles- 【SNOW】don 240 . h-.teH a i ... ""After the dark and 【STORM】y winter, you are yo ... CENTRE FL ALL OUR PR【ICE】S ARE ALREADY REDUCE ... -8943. SPACIOUS 41, 【COLD】 Hal, ,33V - Trlnll. ... anded in Atlanta by 【HURRICANE】 Hugo. Tabs set agen ...  freshly decorated, 【HEAT】ing. Electric 【HEAT】in ...  freshly decorated, 【HEAT】ing. Electric 【HEAT】in ... -8943. SPACIOUS 41, 【COLD】 Hal, ,33V - Trlnll. ...  fireplace, proles- 【SNOW】don 240 . h-.teH a i ... CENTRE FL ALL OUR PR【ICE】S ARE ALREADY REDUCE ... 28 Lisbon Rain 15 7 【THUNDER】 Bay Snow -11 -20 Lo ... vaged by decades of 【DROUGHT】 and the spread of t ... cule Enervates More 【ARID】 Lamentation Tomato "
30,"here we've brought t【HEAT】re and plastic arts  ... ce of 3 hostesses 2 【SHOWERS】. I massage 8415 St  ... ht, renovated. near 【SNOW】don metro, equipped, ...  a trickle from the 【FLOOD】 of Soviet Jews movi ... rk Theatre, after a 【STORM】y exchange between e ... nd floor. It was so 【COLD】 most of us wore our ...  after takeoff in a 【SNOWSTORM】, 【SNOWSTORM】, state p ... here we've brought t【HEAT】re and plastic arts  ... here we've brought t【HEAT】re and plastic arts  ... nd floor. It was so 【COLD】 most of us wore our ... ht, renovated. near 【SNOW】don metro, equipped, ... 12 South African pol【ICE】 halt black march ;  ... 12 South African pol【ICE】 halt black march ;  ... 0. 631-1057.Privafe 【THUNDER】BIRD 1987, perfect c ... 12 South African pol【ICE】 halt black march ;  ... rk Theatre, after a 【STORM】y exchange between e"
31,"CE AMBIANCE REG'D 2 【SHOWERS】, I massage given by ... n, it was the first 【PRECIPITATION】 here since the firs ... ng during the first 【RAINSTORM】 after the skylight  ... shed grandmother of 【STORM】 (Chris Van-dersluis ... ng. Landscaping 379 【SNOW】 Removal 381 General ...  Sunroof, I ,300km, 【TORNADO】 red All demos sold  ... . In fact cough and 【COLD】 remedies, which it  ...  Hewlvncp Highwddtt 【HURRICANE】 ltd Ml IncmaltaU In ... er State-Of-The-Art 【HEAT】SmokeFire' Detection ... ng during the first 【RAINSTORM】 after the skylight  ... . In fact cough and 【COLD】 remedies, which it  ... . In fact cough and 【COLD】 remedies, which it  ... car at affordable pr【ICE】. ST-LAURENT TOYOTA  ... ificant significant 【SNOWFALL】 in Wengen, which at ... ng. Landscaping 379 【SNOW】 Removal 381 General ... . Territory covered 【THUNDER】 Bay, Onl. to the Al ...  this morning, with 【LIGHT RAIN】 beginning this afte ... er State-Of-The-Art 【HEAT】SmokeFire' Detection ... ceiling, as well as 【EXCESSIVE HEAT】 during the summer.  ... ng. Landscaping 379 【SNOW】 Removal 381 General ... car at affordable pr【ICE】. ST-LAURENT TOYOTA  ... Because of the salt 【DROUGHT】, city officials sai ... car at affordable pr【ICE】. ST-LAURENT TOYOTA "
32,"ce of 3 hostesses 2 【SHOWERS】. I massage 6416 St. ... letter to the Forum 【ARID】 asked it to be forw ... f the international 【SNOW】 sculpture competiti ...  Sunroof, I ,300km, 【TORNADO】 red All demos sold  ... sday: SeaHi SeaLeai 【COLD】 HnTA. Lew Settle CM ... nd that's causing a 【DELUGE】 【DELUGE】 of prophylac ... n Settle CM. Oplnt W【HEAT】 UN oe mrtilmumj Mia ... n Settle CM. Oplnt W【HEAT】 UN oe mrtilmumj Mia ... sday: SeaHi SeaLeai 【COLD】 HnTA. Lew Settle CM ... sday: SeaHi SeaLeai 【COLD】 HnTA. Lew Settle CM ...  J3H up 41 ORANGE JU【ICE】 15300 Ibsj cents pg ... a hole at the first 【SNOWFALL】 and stay there,"" sa ... f the international 【SNOW】 sculpture competiti ... elcmrce 19300 7 6 6 【THUNDER】 B 500 30 30 30 Thun ... R SC4 Hot Kevlar or 【BLIZZARD】 Rasing Integral Our ... n Settle CM. Oplnt W【HEAT】 UN oe mrtilmumj Mia ...  Plus Puru: HMO. C. 【STORM】s A Cote S Filion S. ... le River that would 【FLOOD】 an estimat ed S.000 ... now, ice pellets or 【FREEZING】 rain throughout the ... f the international 【SNOW】 sculpture competiti ...  J3H up 41 ORANGE JU【ICE】 15300 Ibsj cents pg ...  $18,498 89 PONTIAC 【TEMPEST】 Automatic, air, am- ...  J3H up 41 ORANGE JU【ICE】 15300 Ibsj cents pg"
33,"ce ol 3 hostesses 2 【SHOWERS】. I massage 8415 SI  ... ut caused by skimpy 【RAINFALL】. Although weak indu ...  notoriously blind. 【SWELTERING】 for God You can hea ...  p.m. 09 La Maudite 【GALE】tte (1972) Marcel Sa ... mething in between? 【ARID】 what about cars? Wo ...  flash pots and rain【STORM】s of glitter dust th ... mething in between? 【ARID】 what about cars? Wo ... ce ol 3 hostesses 2 【SHOWERS】. I massage 8415 SI  ... a.m. O The Man From 【SNOW】y River (1982) Kirk  ...  wears 11."" Were it 【COLD】er in Nigeria, he'd  ... ents of last fall's 【HURRICANE】 Hugo. Hugo.Accordin ... tion combination of 【HEAT】 and moisture. The s ...  wears 11."" Were it 【COLD】er in Nigeria, he'd  ...  wears 11."" Were it 【COLD】er in Nigeria, he'd  ... ents of last fall's 【HURRICANE】 Hugo. Hugo.Accordin ... .cu I Commodore Serv【ICE】 Centre ATARI COMPUT ... avy morning morning 【SNOWFALL】 and mid-day fog for ...  flash pots and rain【STORM】s of glitter dust th ... a.m. O The Man From 【SNOW】y River (1982) Kirk  ... n Network, said the 【THUNDER】clouds that generate ... ough a light summer 【DRIZZLE】 was falling, the br ... tion combination of 【HEAT】 and moisture. The s ...  flash pots and rain【STORM】s of glitter dust th ... ownhouse condo. Oak 【FLOOD】. Near swimming swim ... ownhouse condo. Oak 【FLOOD】. Near swimming swim ... a.m. O The Man From 【SNOW】y River (1982) Kirk  ... .cu I Commodore Serv【ICE】 Centre ATARI COMPUT ...  CD Amen After four 【TEMPEST】uous years, Thelma a ... ght. ends five-year 【DROUGHT】 cagers defeat McGi  ... .cu I Commodore Serv【ICE】 Centre ATARI COMPUT"
34,"andlelight dinners. 【SHOWERS】 together. Oh! how n ... t north of Llsmore. 【CYCLONE】 Cezera was predicte ... il columnist George 【GALE】's anti-royalist ant ... rew up in Indiana v.【ARID】 his family hunts mu ...  about changing the 【STORM】 windows every sprin ...  a camel nude. In a 【SNOWSTORM】. Backwards."" .-Biti ... re closed. The same 【BLIZZARD】 earlier produced pr ... andlelight dinners. 【SHOWERS】 together. Oh! how n ... year warran ty, new 【SNOW】 plow, $18,500., or  ... Lil knocked Kay out 【COLD】 when she saw her ho ... can fight junk mail 【DELUGE】."" The statement ""al ... e Tony, I think the 【HEAT】 started to .take it ... e Tony, I think the 【HEAT】 started to .take it ... Lil knocked Kay out 【COLD】 when she saw her ho ... ation does during a 【HURRICANE】,"" 【HURRICANE】,"" says  ... ayer development off【ICE】. . ""He was one of t ... oduced the heaviest 【SNOWFALL】 on record record ac ... year warran ty, new 【SNOW】 plow, $18,500., or  ... tever they see fit. 【THUNDER】 Bay alderman to int ... il columnist George 【GALE】's anti-royalist ant ... e Tony, I think the 【HEAT】 started to .take it ...  about changing the 【STORM】 windows every sprin ... followed disastrous 【FLOOD】s that have killed 3 ... h gales and locally 【HEAVY RAIN】 as it made landfall ...  indestructible and 【FREEZING】 at 50 below, you kn ... year warran ty, new 【SNOW】 plow, $18,500., or  ... ayer development off【ICE】. . ""He was one of t ...  $18,498 89 PONTIAC 【TEMPEST】 Automatic, air, am- ... tever they see fit. 【THUNDER】 Bay alderman to int ... ayer development off【ICE】. . ""He was one of t"
35,"ce ol 3 hostesses 2 【SHOWERS】, I massage 8415 St. ...  what may be the a&r【ARID】's oddest band deliv ... ainc blamed the snow【STORM】 but another Liberal ... fontainc blamed the 【SNOWSTORM】 but another Liberal ...  6 p.m.private FORD 【THUNDER】bird 1989, fully oae ... x. Private 729-2709 【SNOW】blowers 760 TORO sno ...  Sunroof, I ,300km, 【TORNADO】 red All demos sold  ...  844-8450 OMEGA 4x5 【COLD】 lighl enlarger 1320 ... ay soon turn into a 【DELUGE】. Now that the Iron  ... nstallation t- of a 【HEAT】 pump in my house. I ...  844-8450 OMEGA 4x5 【COLD】 lighl enlarger 1320 ... er the weekend with 【HURRICANE】-strength winds kill ... te at night after a 【SNOWFALL】: along with all the ...  6 p.m.private FORD 【THUNDER】bird 1989, fully oae ... ainc blamed the snow【STORM】 but another Liberal ... closed the mine and 【FLOOD】ed it following a st ... x. Private 729-2709 【SNOW】blowers 760 TORO sno ... o go to the CSST off【ICE】s ' four times, with ...  $18,498 89 PONTIAC 【TEMPEST】 Automatic, air, am-"
36,"eers Matlock In the 【HEAT】 of the Night Midnig ... ce of 3 hostesses 2 【SHOWERS】. I massage 8415 St  ... 500 140 39 39 -4 SKn【ARID】g 420225 100 115 Str ... e icy streets, high 【SNOW】banks 【SNOW】banks and  ... mple proposition? A 【FLOOD】 of words. ' First,  ... typur head,"" writes 【STORM】 Russell. ""More like ... p in the ' Metro on 【COLD】, wintpr nights, isn ... inably for a bus in 【FREEZING】 【FREEZING】 temperatur ... eers Matlock In the 【HEAT】 of the Night Midnig ...  searched through a 【BLIZZARD】 before finding two  ... eers Matlock In the 【HEAT】 of the Night Midnig ... ike it was hit by a 【HURRICANE】."" ; Geagea has said ... p in the ' Metro on 【COLD】, wintpr nights, isn ... e icy streets, high 【SNOW】banks 【SNOW】banks and  ... 90 A1 Station 15 pol【ICE】 can keep old school ... ). - An alderman in 【THUNDER】 Bay, whose populati ... 90 A1 Station 15 pol【ICE】 can keep old school ... typur head,"" writes 【STORM】 Russell. ""More like"
37,"ce ol 3 hostesses 2 【SHOWERS】. I massage 8415 St  ...  or rant Low cash f-【ARID】 Nanum 744-714 FANAM ... . 684-8131 alter S. 【SNOW】DON Clanranald, deta ...  bomb shelters made 【COLD】 and dank because of ... D. 2050. Blistering 【HEAT】. Drought. Famine. C ... 0. Blistering heat. 【DROUGHT】. Famine. Coastal ci ...  bomb shelters made 【COLD】 and dank because of ... erhaul, not lip serv【ICE】 THE GAZETTE. MONTRE ... ght for troopers to 【STORM】 into diplomatic res ... olutions, including 【THUNDER】 Bay, which adopted  ... CUUM SL SUPER '399"" 【BLIZZARD】 V 20 THERMO SRE 365 ... D. 2050. Blistering 【HEAT】. Drought. Famine. C ... ght for troopers to 【STORM】 into diplomatic res ... ine. Coastal cities 【FLOOD】ed. Scene Two: The p ... and dank because of 【HEAVY RAIN】 and a power-failure ... . 684-8131 alter S. 【SNOW】DON Clanranald, deta ... f Shakespeare's The 【TEMPEST】. But instead of an  ... erhaul, not lip serv【ICE】 THE GAZETTE. MONTRE ... 0. Blistering heat. 【DROUGHT】. Famine. Coastal ci ... erhaul, not lip serv【ICE】 THE GAZETTE. MONTRE"
